"taxonID","isMarine","isFreshwater","isTerrestrial"
"rinse-checklist:taxon:06a430d843abf79c0a2b47657a507fab","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06a7bf263c1233d14612e96fbeb333ef","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06a978c59e80da1b24279a0eec5611d8","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06ab1cd9c9cf56b8eb44867183d0b79e","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06b18584b6beb974ea811bc368a4c4f6","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06bb599733b453713ead819e6a0a4759","TRUE","FALSE","FALSE"
"rinse-checklist:taxon:06bd2a70b517ff5e8729d014ea9fa402","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06be63d1aa24731fee425ba90b651c4b","FALSE","TRUE","TRUE"
"rinse-checklist:taxon:06c60efde8ee4676c6f6b9d67ca12cff","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06c97fbe3996d5036067d61e43a21319","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06cd689e3d3938d66c37371287dae0f2","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06e2491f00ba6f8c3e859c86e1561956","FALSE","TRUE","TRUE"
"rinse-checklist:taxon:06ec02127ce08c21353a6a43b99b3e37","FALSE","TRUE","TRUE"
"rinse-checklist:taxon:06f53e1f4234e17ad6b3aee6a75c8d5d","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:06fdd5a08d6cc2ac5bead789046c5798","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:071a7dbc5bee3cd6e54a285129210894","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:071dc5d7b4694b7d127bf908cbda5636","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0730b30b3ef906edd25ed68204320ab2","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:073c0fbbeb99e5d03d236238deab4716","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07436760749cf48405e587229e516583","FALSE","FALSE","TRUE"
